umap1,umap2,sentiment,rating,main_category
-0.19798729,5.054645,negative,1.0,All Electronics
-1.4750646,4.033085,negative,2.0,All Electronics
-1.3935764,6.2493234,positive,5.0,Computers
2.7209256,6.091839,positive,5.0,Camera & Photo
-3.1586812,6.606218,positive,5.0,Computers
-3.5444982,6.801359,neutral,3.0,Cell Phones & Accessories
4.05084,5.553361,neutral,3.0,AMAZON FASHION
1.1380521,2.49753,neutral,3.0,All Electronics
2.581058,1.9690928,neutral,3.0,All Electronics
-1.4696631,8.618234,neutral,3.0,Camera & Photo
0.834187,6.979924,neutral,3.0,Computers
1.9959377,3.0199404,neutral,3.0,Computers
0.08029086,2.3274558,positive,5.0,Home Audio & Theater
9.577022,6.427955,negative,1.0,All Electronics
-1.3925338,6.404397,negative,2.0,Computers
1.4246926,4.4187737,positive,5.0,All Electronics
-1.0840222,6.9026556,negative,1.0,Computers
0.010341106,7.604299,neutral,3.0,Camera & Photo
-0.67422104,5.9506106,neutral,3.0,Computers
1.8429437,5.4412704,negative,1.0,Grocery
-0.71465826,5.1804204,positive,4.0,All Electronics
2.486682,1.823637,positive,5.0,Home Audio & Theater
-0.6717106,9.037078,negative,1.0,Camera & Photo
1.8024668,2.565043,neutral,3.0,Cell Phones & Accessories
3.9689164,7.321448,positive,5.0,
9.582416,6.4166474,positive,5.0,Computers
3.2494805,2.7514784,neutral,3.0,All Electronics
-0.6995412,8.57715,positive,5.0,Cell Phones & Accessories
1.00717,6.8677087,positive,4.0,Computers
2.9954762,8.005734,neutral,3.0,Computers
3.2415462,7.9706793,positive,5.0,Computers
2.308916,2.7308419,negative,1.0,Cell Phones & Accessories
3.3098164,6.07876,negative,1.0,Industrial & Scientific
0.563667,5.1738157,negative,1.0,All Electronics
2.6273313,1.7341361,positive,4.0,All Electronics
2.9908721,5.565615,positive,4.0,All Electronics
-3.233547,6.554969,positive,5.0,Computers
1.787524,3.8084466,neutral,3.0,Musical Instruments
1.2684822,6.771436,negative,1.0,Amazon Devices
1.4185567,1.9935279,positive,5.0,All Electronics
2.5181148,5.615572,positive,5.0,Industrial & Scientific
0.572425,7.88978,neutral,3.0,Computers
0.18951638,7.5417047,positive,4.0,Computers
1.4134872,8.340697,neutral,3.0,All Electronics
-3.796239,5.788597,negative,1.0,Computers
2.8595397,2.09829,positive,5.0,All Electronics
-0.24497409,6.1848464,negative,1.0,All Electronics
-0.874764,4.4010463,negative,1.0,Amazon Devices
-1.2025048,8.556195,negative,2.0,Camera & Photo
-1.5958462,4.282574,neutral,3.0,All Electronics
1.27602,6.9563484,negative,1.0,Computers
1.5753003,2.5409079,neutral,3.0,Tools & Home Improvement
1.560499,6.087302,negative,1.0,Computers
-0.24952734,8.934241,positive,4.0,
4.099408,5.512948,positive,5.0,Sports & Outdoors
1.1814717,7.6948466,positive,5.0,Computers
1.2242464,6.750313,neutral,3.0,Amazon Devices
-0.16012625,6.357998,neutral,3.0,Computers
-1.395342,6.15013,positive,5.0,Computers
0.37068266,6.6726394,negative,1.0,
3.2273433,2.172012,neutral,3.0,Amazon Devices
-0.9115438,8.777303,positive,5.0,Camera & Photo
1.3892119,3.3543496,negative,1.0,Car Electronics
1.969908,5.2921734,negative,1.0,Cell Phones & Accessories
2.4038792,2.8488119,negative,1.0,All Electronics
-1.1595135,3.9396918,negative,1.0,All Electronics
0.75151694,5.966963,positive,5.0,Amazon Devices
3.314379,8.43026,negative,2.0,Cell Phones & Accessories
-0.27789003,1.9989492,neutral,3.0,Amazon Devices
1.4167957,6.0870337,neutral,3.0,All Electronics
-0.79584616,7.7228427,negative,1.0,Amazon Devices
-2.237712,4.2862134,negative,1.0,Home Audio & Theater
-3.429366,5.463837,neutral,3.0,Cell Phones & Accessories
0.5737769,6.9958067,neutral,3.0,Computers
0.73133534,8.230734,neutral,3.0,Camera & Photo
-0.14505284,6.0466948,positive,5.0,Computers
-1.5081062,6.2273345,positive,4.0,All Electronics
2.4799113,6.11352,negative,1.0,Computers
-1.2183746,6.461438,neutral,3.0,All Electronics
-1.0051223,3.290939,neutral,3.0,Home Audio & Theater
1.59692,4.6132603,neutral,3.0,Computers
-0.23941152,1.9936976,positive,4.0,Amazon Devices
2.5840893,2.194505,negative,2.0,Home Audio & Theater
9.562414,6.4463015,negative,2.0,All Electronics
-0.31892407,6.0396013,neutral,3.0,Computers
2.1465325,4.025317,positive,5.0,All Electronics
3.1694548,7.8747396,positive,5.0,Camera & Photo
1.569855,4.25379,positive,5.0,Home Audio & Theater
1.8115194,4.0002193,negative,1.0,Cell Phones & Accessories
-1.3361269,7.9840565,positive,4.0,Camera & Photo
3.0633905,7.943844,neutral,3.0,Computers
-2.0270748,4.0707707,positive,5.0,Amazon Devices
3.3198845,8.119971,positive,5.0,Computers
0.9012647,6.358773,positive,5.0,Amazon Home
-0.80341136,8.612749,positive,4.0,Camera & Photo
0.54265475,6.861086,negative,1.0,Computers
-0.7657462,9.080882,neutral,3.0,Camera & Photo
-1.4631761,5.832745,neutral,3.0,Cell Phones & Accessories
1.1498206,4.1313267,neutral,3.0,Industrial & Scientific
-0.7292108,2.0977054,neutral,3.0,Amazon Devices
2.9152837,2.0361722,negative,1.0,All Electronics
-2.2640119,4.4813886,neutral,3.0,All Electronics
-1.3952482,6.42791,neutral,3.0,Computers
2.723051,3.0098617,neutral,3.0,Camera & Photo
-0.852738,7.8922796,neutral,3.0,Tools & Home Improvement
1.0066394,7.0141273,negative,1.0,Amazon Devices
1.6015347,1.6267864,positive,5.0,All Electronics
0.22530149,3.1824353,neutral,3.0,All Electronics
0.30177414,5.6810536,positive,4.0,Amazon Devices
-0.40603265,5.184962,neutral,3.0,Computers
2.34729,7.0379405,neutral,3.0,Computers
-0.1462794,5.630686,neutral,3.0,Computers
1.3721166,6.7730627,positive,5.0,Computers
0.21266334,9.055131,neutral,3.0,Camera & Photo
3.277229,8.1381235,neutral,3.0,All Electronics
-1.4761403,6.280663,positive,4.0,Computers
0.851639,5.4991536,negative,1.0,Computers
-1.5404298,4.0142717,positive,4.0,All Electronics
1.2710471,1.227677,neutral,3.0,Industrial & Scientific
0.5657165,6.3369904,negative,1.0,
2.0589855,2.1140504,neutral,3.0,Cell Phones & Accessories
0.31839308,8.065592,neutral,3.0,Camera & Photo
0.4499661,6.695285,neutral,3.0,Computers
2.999243,7.291992,neutral,3.0,Office Products
0.017572759,6.550355,neutral,3.0,Cell Phones & Accessories
-1.177013,3.9018373,positive,5.0,Amazon Devices
-0.9035491,4.946733,negative,2.0,Computers
1.7766441,8.252712,neutral,3.0,Computers
2.2525723,8.031995,neutral,3.0,Computers
-3.5826652,6.795476,positive,5.0,Industrial & Scientific
-2.0820673,4.21247,negative,1.0,All Electronics
1.6532558,5.6715965,negative,1.0,Camera & Photo
-0.69835156,8.070879,positive,5.0,Amazon Devices
-2.0340524,4.1256943,negative,2.0,Home Audio & Theater
-0.7519285,6.1677423,positive,4.0,All Electronics
1.5292629,2.9144206,positive,5.0,All Electronics
-1.0630226,3.3748617,negative,1.0,GPS & Navigation
3.4541562,3.2451432,neutral,3.0,Health & Personal Care
0.5146582,4.0978384,neutral,3.0,Industrial & Scientific
-0.7890654,8.49926,negative,1.0,Cell Phones & Accessories
-2.2008383,4.2824383,positive,5.0,All Electronics
1.7327983,7.5337114,neutral,3.0,Cell Phones & Accessories
0.13056102,5.186558,negative,1.0,All Electronics
0.17514789,6.5535927,negative,1.0,Computers
2.0657718,1.9045982,neutral,3.0,Cell Phones & Accessories
2.5569704,2.1501746,positive,5.0,All Electronics
1.3176643,2.1436503,negative,1.0,Home Audio & Theater
-0.9286058,4.737455,negative,1.0,Computers
1.4736745,1.5567265,positive,5.0,Cell Phones & Accessories
-0.74140394,8.155351,neutral,3.0,Cell Phones & Accessories
-1.13923,7.9562845,neutral,3.0,All Electronics
1.1005249,7.3070464,neutral,3.0,Computers
0.59052193,6.1735125,positive,5.0,All Electronics
-0.19925778,6.8810425,negative,2.0,Computers
-0.13445443,7.336012,negative,1.0,Computers
1.8978705,5.452595,negative,2.0,Cell Phones & Accessories
2.114076,4.6592207,neutral,3.0,AMAZON FASHION
2.4475515,3.1128075,negative,1.0,Video Games
2.0112684,8.787522,negative,1.0,Computers
0.004802272,6.35227,positive,5.0,All Electronics
2.6117587,7.7820024,neutral,3.0,Computers
1.1969213,4.1548195,negative,1.0,Cell Phones & Accessories
3.266683,2.9382029,negative,1.0,Apple Products
3.8861208,4.8357763,negative,1.0,All Electronics
9.601053,6.4530063,negative,1.0,Cell Phones & Accessories
1.4692675,1.7961454,positive,5.0,Apple Products
-3.6643393,6.890462,negative,2.0,Computers
1.6093721,2.8585727,neutral,3.0,Car Electronics
2.332417,8.435389,negative,2.0,Computers
2.0613291,6.2421503,positive,4.0,Computers
1.7183356,1.8885342,neutral,3.0,Home Audio & Theater
2.6462011,2.0903027,negative,2.0,All Electronics
0.92246276,7.536039,neutral,3.0,Computers
2.0905812,5.415134,negative,2.0,Camera & Photo
1.8145636,3.1140301,negative,1.0,All Electronics
1.667707,7.350221,negative,2.0,Computers
0.8682636,3.444608,negative,1.0,Industrial & Scientific
0.1953248,2.6353686,negative,1.0,Cell Phones & Accessories
-0.6564584,4.8541827,negative,1.0,Home Audio & Theater
-1.2240472,6.1794357,negative,1.0,Computers
-1.5638418,4.038504,positive,4.0,All Electronics
2.014379,2.872686,neutral,3.0,Computers
2.4809155,6.2621064,negative,2.0,Office Products
-1.4242268,6.3677254,neutral,3.0,All Electronics
1.2162184,4.551994,negative,1.0,Computers
1.1240867,1.7163876,neutral,3.0,Computers
3.7379858,7.266897,neutral,3.0,Computers
-0.6127857,4.5804653,neutral,3.0,Industrial & Scientific
-0.82420856,6.674773,positive,5.0,Computers
2.2556925,3.1595478,negative,1.0,All Electronics
3.4790142,4.6197224,neutral,3.0,Cell Phones & Accessories
-0.206213,8.855933,positive,5.0,Camera & Photo
0.02023232,6.3124237,positive,4.0,Computers
1.2549176,7.8121185,positive,4.0,Computers
-2.0139287,3.9818978,negative,2.0,All Electronics
-0.31146,5.2047024,positive,4.0,All Electronics
-0.55860275,6.1220274,negative,1.0,Computers
2.0520744,2.7086291,negative,1.0,All Electronics
2.6432543,7.550944,neutral,3.0,Computers
1.806687,8.339161,neutral,3.0,Computers
2.624482,7.950766,neutral,3.0,Computers
-0.10048107,9.175112,positive,5.0,Camera & Photo
2.3477705,6.006505,positive,5.0,Computers
-1.2569883,8.266671,neutral,3.0,Industrial & Scientific
2.679814,6.0928354,positive,4.0,Camera & Photo
-1.1321336,6.978538,negative,2.0,Computers
-3.2158046,6.6277685,positive,5.0,Home Audio & Theater
3.959776,4.93829,negative,1.0,All Electronics
-0.78596336,4.735052,negative,1.0,Computers
1.0379622,6.856466,negative,2.0,Amazon Devices
0.527569,5.6622605,neutral,3.0,Computers
-0.8096275,4.789877,positive,5.0,Home Audio & Theater
2.9004586,2.127012,neutral,3.0,All Electronics
2.7263696,1.6069524,positive,5.0,Cell Phones & Accessories
0.94433105,5.0971885,neutral,3.0,Cell Phones & Accessories
0.41533378,6.6299863,negative,2.0,Computers
1.0254644,6.4463987,neutral,3.0,Computers
1.3758222,1.6896733,neutral,3.0,All Electronics
2.7244363,7.6880975,positive,5.0,Amazon Devices
1.2575194,4.2154107,negative,1.0,Industrial & Scientific
0.9195361,5.6064663,negative,1.0,Amazon Devices
2.491702,2.128867,neutral,3.0,All Electronics
2.2198305,8.379422,neutral,3.0,All Electronics
-1.006287,3.255671,negative,1.0,All Electronics
1.5772016,1.9007807,positive,5.0,Home Audio & Theater
-1.9232633,4.054149,positive,5.0,All Electronics
2.5745685,2.329304,positive,5.0,All Electronics
0.51356864,7.927434,negative,1.0,
1.7853116,5.5993595,negative,1.0,
3.182647,7.217741,negative,1.0,Camera & Photo
-1.9429488,4.4845576,positive,5.0,All Electronics
-3.853771,5.9011774,negative,2.0,Computers
-2.309235,4.295474,negative,1.0,All Electronics
-0.8444364,7.9811277,negative,1.0,Camera & Photo
-3.8034413,6.088224,negative,1.0,Cell Phones & Accessories
3.5584917,8.174776,positive,5.0,Computers
1.4007182,4.614659,neutral,3.0,Home Audio & Theater
-0.8710405,5.127812,negative,2.0,Computers
-1.5705858,4.571723,neutral,3.0,All Electronics
1.3455207,7.110148,positive,5.0,Amazon Devices
1.7073094,6.8689985,negative,1.0,Amazon Devices
0.91719425,7.686802,positive,4.0,Cell Phones & Accessories
0.7578873,6.2663417,neutral,3.0,Camera & Photo
0.39721063,4.3680143,positive,5.0,All Electronics
1.0134308,4.2344413,neutral,3.0,Cell Phones & Accessories
-0.20563692,6.3876243,positive,5.0,Computers
0.2920647,2.9335744,positive,5.0,Computers
2.197808,3.4826226,positive,5.0,All Electronics
0.52797836,5.3255134,negative,1.0,Cell Phones & Accessories
1.8652016,5.742702,negative,1.0,All Electronics
0.06781332,3.269759,negative,1.0,Computers
2.0786898,7.887843,negative,2.0,Computers
1.2414064,1.8365129,neutral,3.0,Computers
1.4081835,7.2189665,negative,2.0,Computers
-0.22616906,5.6648765,negative,1.0,Computers
-0.8462579,2.2200587,positive,5.0,Amazon Devices
1.9452372,8.617155,positive,4.0,Computers
2.0732505,3.0212483,neutral,3.0,All Electronics
1.0803117,6.647961,negative,1.0,Amazon Devices
2.68079,1.8336387,positive,5.0,All Electronics
3.045198,8.257707,positive,5.0,Cell Phones & Accessories
1.4168781,5.612354,negative,1.0,Health & Personal Care
1.4673123,2.3301768,neutral,3.0,Home Audio & Theater
1.00129,2.5318918,positive,4.0,All Electronics
2.8522403,2.5029774,positive,5.0,Computers
1.5135581,6.96424,neutral,3.0,Amazon Devices
1.4890733,7.398656,positive,4.0,Amazon Devices
-0.75967705,2.1244426,neutral,3.0,Camera & Photo
-0.21411599,6.871445,neutral,3.0,Computers
1.2199041,8.357442,neutral,3.0,Amazon Home
2.6705997,2.0158026,positive,5.0,All Electronics
1.7121987,7.085778,negative,2.0,Amazon Devices
-3.6194046,6.6651406,neutral,3.0,Computers
1.2547078,7.6699066,neutral,3.0,Computers
-1.3003021,8.145987,neutral,3.0,Camera & Photo
-3.6377857,6.5124674,neutral,3.0,Camera & Photo
-0.13211927,4.827787,negative,2.0,Computers
0.662581,5.387528,negative,1.0,Computers
-0.8264172,6.1663904,positive,5.0,Computers
1.074502,4.508708,positive,5.0,All Electronics
-3.432068,6.7897983,positive,5.0,All Electronics
-0.0032920556,7.125148,negative,2.0,Computers
-1.0374198,7.783207,neutral,3.0,Cell Phones & Accessories
0.14630076,5.567598,neutral,3.0,All Electronics
0.86126345,5.1254306,negative,1.0,Amazon Devices
2.3759916,5.6721206,positive,4.0,Computers
-1.3648783,8.009552,neutral,3.0,Camera & Photo
2.2010605,5.708575,neutral,3.0,Computers
1.8013328,1.6730012,neutral,3.0,All Electronics
0.7984608,6.1464715,positive,5.0,All Electronics
1.4455932,2.5537226,neutral,3.0,All Electronics
0.9497038,5.294899,negative,1.0,Computers
-3.681707,5.8050747,negative,2.0,Cell Phones & Accessories
0.6276651,5.0315394,neutral,3.0,Cell Phones & Accessories
3.1731646,7.679876,neutral,3.0,Cell Phones & Accessories
2.7135394,5.523978,positive,4.0,Computers
-3.33644,6.487674,positive,5.0,Cell Phones & Accessories
-0.5805369,5.9538684,negative,1.0,Computers
1.4102688,2.9462976,neutral,3.0,Amazon Devices
1.5427972,1.372759,neutral,3.0,All Electronics
-0.067850105,6.0290384,negative,1.0,Cell Phones & Accessories
-1.3984712,6.3614645,positive,4.0,Computers
3.2645,7.963529,neutral,3.0,Computers
1.180818,8.407793,positive,5.0,Camera & Photo
0.14647712,5.839134,neutral,3.0,GPS & Navigation
1.6552923,5.9952645,negative,1.0,Cell Phones & Accessories
1.3316705,4.4652066,negative,1.0,All Electronics
1.7410586,7.0604267,positive,5.0,Amazon Devices
1.7056034,7.883689,negative,1.0,Amazon Home
3.0361207,2.3023577,neutral,3.0,All Electronics
2.4941015,2.5000665,positive,5.0,All Electronics
1.2325548,8.277024,negative,2.0,Camera & Photo
-0.54967487,2.1677814,positive,5.0,Amazon Devices
-3.9879618,6.2392077,neutral,3.0,Cell Phones & Accessories
-3.3802526,5.973758,positive,5.0,Computers
1.2916683,7.005218,positive,5.0,Amazon Devices
3.2699652,6.018622,positive,5.0,All Electronics
2.087317,8.646827,neutral,3.0,Computers
1.0692501,2.489105,negative,2.0,Cell Phones & Accessories
-0.08485307,8.978941,positive,5.0,Camera & Photo
2.904702,8.331857,neutral,3.0,Computers
9.570704,6.4465065,positive,4.0,Camera & Photo
2.5728838,2.6781197,negative,2.0,All Electronics
-0.02981502,2.748612,negative,2.0,Tools & Home Improvement
0.29534552,7.782162,neutral,3.0,Computers
-0.051922794,7.487438,positive,5.0,Computers
3.7954786,5.669396,negative,2.0,AMAZON FASHION
-1.4499768,6.761505,neutral,3.0,Computers
-0.66655505,5.6676893,neutral,3.0,All Electronics
2.2647128,2.0186787,positive,5.0,All Electronics
-3.3082783,6.625324,positive,5.0,Computers
-3.812796,5.9912977,negative,1.0,Camera & Photo
1.7806891,1.6390594,positive,5.0,Home Audio & Theater
3.9741056,7.48865,neutral,3.0,Camera & Photo
0.44447672,6.748238,negative,1.0,Computers
1.9792835,5.726198,negative,1.0,Computers
-3.969977,6.3995543,neutral,3.0,Camera & Photo
-3.0861962,6.4437184,positive,5.0,Home Audio & Theater
0.7882597,8.780905,neutral,3.0,Computers
0.050241545,4.1778235,negative,2.0,Industrial & Scientific
3.0894482,5.332348,positive,5.0,Computers
-4.035042,6.208726,neutral,3.0,Computers
1.6433951,4.6343603,positive,4.0,Computers
0.9404566,4.467825,negative,1.0,Computers
2.7999952,8.354008,neutral,3.0,Cell Phones & Accessories
3.5911205,4.6617713,negative,1.0,Camera & Photo
-0.1383801,7.1450825,neutral,3.0,Computers
0.7069362,5.0012355,neutral,3.0,Home Audio & Theater
0.9175324,4.835354,negative,1.0,All Electronics
-0.87967944,7.900335,neutral,3.0,Camera & Photo
2.5356677,1.8179171,neutral,3.0,All Electronics
-0.89425105,6.645763,neutral,3.0,Computers
2.8743825,4.9039903,negative,1.0,All Electronics
0.4546671,6.786262,neutral,3.0,Computers
-3.7127934,6.4485607,neutral,3.0,
1.4147943,1.9944836,neutral,3.0,All Electronics
-2.029684,4.106599,negative,2.0,All Electronics
-1.116037,3.3773186,neutral,3.0,Home Audio & Theater
-1.0427802,8.192085,negative,1.0,Cell Phones & Accessories
-0.9259656,5.0745635,negative,1.0,All Electronics
1.8116664,5.660978,positive,5.0,All Electronics
1.1677037,2.0227604,positive,5.0,Home Audio & Theater
3.8401024,6.9722977,neutral,3.0,Computers
3.78886,4.8053102,negative,2.0,Sports & Outdoors
1.6346167,8.260854,neutral,3.0,All Electronics
-4.042703,6.1626396,neutral,3.0,Cell Phones & Accessories
1.8703324,2.708198,positive,5.0,Automotive
3.9455848,4.790581,neutral,3.0,All Electronics
-0.67016,8.734114,positive,5.0,Camera & Photo
3.9351451,4.743117,positive,5.0,Cell Phones & Accessories
-0.33371094,4.1039915,positive,5.0,Industrial & Scientific
3.3336613,8.1769495,negative,2.0,All Electronics
-1.0923057,8.535829,positive,5.0,Camera & Photo
2.1028457,6.639473,positive,5.0,Computers
0.8211381,8.943361,neutral,3.0,All Electronics
2.5884583,6.0270305,positive,5.0,Computers
-3.5054364,6.86754,positive,5.0,Office Products
-1.1035485,3.358506,negative,1.0,Home Audio & Theater
1.3589636,1.992387,positive,5.0,All Electronics
2.5546296,7.396734,positive,5.0,Computers
-1.9672838,4.4173517,neutral,3.0,All Electronics
-3.8849287,5.890296,negative,1.0,Computers
1.4220186,1.415539,positive,5.0,All Electronics
0.55527383,2.3136733,positive,5.0,Cell Phones & Accessories
-0.7874215,3.0469313,negative,1.0,Car Electronics
1.4768548,4.209446,positive,5.0,All Electronics
3.4999943,8.274924,neutral,3.0,Computers
-1.2726096,8.10897,negative,1.0,Cell Phones & Accessories
1.0515509,4.8888345,positive,5.0,Camera & Photo
1.2714796,4.12807,positive,5.0,Cell Phones & Accessories
2.2583523,2.846669,negative,1.0,Cell Phones & Accessories
-3.4075036,6.497121,neutral,3.0,Computers
-3.372284,6.427208,positive,5.0,All Electronics
1.9445621,7.8393893,positive,5.0,All Electronics
2.5690198,5.7807655,neutral,3.0,Camera & Photo
1.7607307,3.658187,negative,1.0,Cell Phones & Accessories
2.9552028,7.949605,neutral,3.0,Computers
3.4376502,4.574824,neutral,3.0,Cell Phones & Accessories
1.7040126,8.384206,positive,5.0,Camera & Photo
0.42121458,5.6004944,negative,1.0,Computers
-0.85651296,8.311976,negative,1.0,Cell Phones & Accessories
-0.43760884,5.727641,neutral,3.0,Computers
2.0557945,8.809814,negative,1.0,Computers
3.2411606,6.0855193,positive,5.0,All Electronics
2.0049984,4.271133,negative,1.0,Home Audio & Theater
1.8155646,7.1651983,neutral,3.0,Amazon Devices
0.7024713,4.442663,negative,1.0,All Electronics
9.58574,6.438063,positive,5.0,Camera & Photo
0.57324433,5.4251156,neutral,3.0,Amazon Devices
1.4890275,2.0925348,negative,1.0,All Electronics
3.2887573,8.115231,positive,4.0,Computers
2.1790915,2.5306144,positive,5.0,All Electronics
0.019867588,4.1456146,positive,5.0,Computers
1.3917865,2.4965556,negative,2.0,Cell Phones & Accessories
-3.6111567,5.837621,neutral,3.0,All Electronics
-1.0781674,8.264461,negative,2.0,Camera & Photo
2.1872327,6.5315714,neutral,3.0,Computers
-3.25164,6.1223903,negative,2.0,Cell Phones & Accessories
-1.5599526,3.9768243,neutral,3.0,Home Audio & Theater
-0.55186117,6.243777,neutral,3.0,Computers
1.6792445,6.7823844,neutral,3.0,Amazon Devices
1.8468512,4.067681,positive,4.0,Cell Phones & Accessories
-0.5239938,9.257903,negative,1.0,Sports & Outdoors
0.29950652,4.831188,negative,1.0,Amazon Devices
3.6064339,4.663309,neutral,3.0,Computers
0.7824322,5.100627,negative,2.0,Computers
0.694513,5.331319,positive,4.0,Computers
1.4090133,5.2732806,negative,1.0,Computers
0.16384825,4.196257,negative,2.0,Home Audio & Theater
2.1760294,1.8152469,positive,5.0,All Electronics
-3.4553196,6.542049,positive,5.0,Home Audio & Theater
-2.0144494,4.0279927,positive,5.0,All Electronics
-0.34571323,8.871239,negative,1.0,
2.9650378,7.431981,negative,1.0,Computers
2.8074834,6.671792,positive,5.0,Tools & Home Improvement
2.7443206,7.395375,negative,1.0,Computers
-2.0462255,4.702665,negative,1.0,Home Audio & Theater
-1.9373794,4.5794287,positive,5.0,All Electronics
2.425809,1.960496,negative,2.0,All Electronics
0.8838262,7.2554097,negative,1.0,Computers
0.5441433,6.0479236,positive,5.0,All Electronics
-0.93974197,6.231817,positive,5.0,All Electronics
-0.9593947,3.2194538,positive,5.0,Home Audio & Theater
0.51957756,7.966332,neutral,3.0,All Electronics
0.68171346,6.783842,neutral,3.0,Computers
-3.649415,6.4372735,positive,4.0,All Electronics
-3.8298118,5.947284,negative,1.0,Home Audio & Theater
-0.08109889,7.1102414,neutral,3.0,Industrial & Scientific
1.8547844,8.691946,neutral,3.0,Computers
1.241995,5.484059,negative,1.0,Computers
2.9950464,7.304136,neutral,3.0,Computers
1.4861898,1.3265454,positive,5.0,All Electronics
-0.5333362,8.448921,positive,5.0,Camera & Photo
0.37033778,4.3979483,negative,1.0,All Electronics
-0.9401084,3.947486,neutral,3.0,All Electronics
3.7942924,6.2111497,positive,5.0,Sports & Outdoors
0.98471576,7.5082126,neutral,3.0,Computers
1.2790555,7.70212,negative,2.0,Computers
0.003057811,5.545512,negative,1.0,Computers
2.4142895,8.182248,positive,4.0,All Electronics
0.95820445,3.0448897,neutral,3.0,Home Audio & Theater
-0.83540934,2.1877856,neutral,3.0,Amazon Devices
0.4017387,3.4309428,negative,2.0,Amazon Home
1.7030497,8.783519,neutral,3.0,Camera & Photo
4.0119104,7.191623,neutral,3.0,Camera & Photo
2.2480803,2.2016797,negative,2.0,Cell Phones & Accessories
2.0257132,8.103329,negative,2.0,Computers
3.457492,8.187807,negative,1.0,Computers
1.9442499,5.7396092,negative,1.0,Grocery
-3.6221879,6.5226674,positive,4.0,Camera & Photo
-0.09987881,6.913323,negative,2.0,All Electronics
1.4057266,1.8257833,negative,1.0,All Electronics
-1.5994691,4.540192,positive,5.0,All Electronics
0.24264054,4.626953,neutral,3.0,Home Audio & Theater
2.0751796,2.9678044,neutral,3.0,All Electronics
-0.9466137,8.686735,positive,5.0,Camera & Photo
1.2203956,1.8470507,positive,5.0,All Electronics
2.81223,8.546374,neutral,3.0,
-3.7690399,5.758787,negative,1.0,Computers
-0.8972546,4.21164,neutral,3.0,All Electronics
0.4894727,7.6517406,neutral,3.0,Tools & Home Improvement
0.5252468,8.198481,positive,5.0,Computers
-0.8024285,4.891415,neutral,3.0,Tools & Home Improvement
-0.7235861,8.211792,negative,1.0,Amazon Devices
0.86016136,5.4730606,negative,1.0,All Electronics
-0.4874731,6.367731,negative,1.0,Computers
-0.9901937,8.401893,neutral,3.0,Car Electronics
0.28934467,2.4142404,negative,2.0,Musical Instruments
-2.1823142,4.421772,neutral,3.0,All Electronics
2.4468575,8.230128,positive,5.0,Computers
2.8207338,7.567999,neutral,3.0,Computers
-3.3754587,6.5867662,neutral,3.0,Cell Phones & Accessories
3.4259684,8.023665,neutral,3.0,Sports & Outdoors
0.21710974,6.3909016,neutral,3.0,Computers
-1.8849372,4.0422196,neutral,3.0,All Electronics
0.9675497,4.5834675,neutral,3.0,Computers
1.3844222,2.0684726,neutral,3.0,All Electronics
-0.3284432,7.9702334,negative,1.0,All Electronics
1.4870186,1.67786,neutral,3.0,Home Audio & Theater
-0.13661994,5.809571,negative,1.0,All Electronics
-1.0885018,8.382175,neutral,3.0,Cell Phones & Accessories
2.3878095,6.9235663,negative,1.0,Cell Phones & Accessories
3.0938497,7.572474,neutral,3.0,Computers
3.5609574,6.7826986,positive,5.0,Computers
1.4261671,2.1892657,negative,1.0,Cell Phones & Accessories
1.0429264,4.42861,positive,5.0,Computers
0.92020905,8.441348,neutral,3.0,Cell Phones & Accessories
2.2615137,5.793804,neutral,3.0,Apple Products
3.4478445,3.0389946,positive,4.0,Cell Phones & Accessories
-1.219482,6.89732,neutral,3.0,All Electronics
-1.3276558,8.54051,neutral,3.0,Camera & Photo
-0.7819034,4.7658978,positive,5.0,Computers
2.8025723,8.317849,positive,5.0,Cell Phones & Accessories
0.46341568,6.3473263,negative,1.0,All Electronics
2.5587854,2.0526872,positive,5.0,All Electronics
1.5966444,2.777109,negative,2.0,All Electronics
-2.2657232,4.3248434,neutral,3.0,
-3.7510202,5.9888906,neutral,3.0,All Electronics
2.5805764,6.0260663,positive,5.0,Home Audio & Theater
1.6985314,3.9467297,negative,2.0,Cell Phones & Accessories
1.2589662,7.565834,negative,1.0,Computers
-1.37273,3.90084,negative,2.0,All Electronics
0.8267572,6.484656,neutral,3.0,Tools & Home Improvement
2.2806685,5.942718,positive,5.0,Industrial & Scientific
0.99240756,7.028473,positive,4.0,Amazon Devices
2.221551,7.608721,neutral,3.0,Computers
0.50973505,5.1668525,negative,1.0,All Electronics
2.4120023,2.7141657,neutral,3.0,Cell Phones & Accessories
0.47397783,5.661793,positive,5.0,All Electronics
-0.7825851,2.089432,neutral,3.0,Amazon Devices
0.8727969,5.1907215,negative,1.0,All Electronics
-0.10987361,6.933056,negative,2.0,Computers
2.5664656,8.502057,neutral,3.0,Computers
1.3821405,2.41042,positive,5.0,All Electronics
3.5703285,7.2759953,positive,5.0,Computers
2.7014794,5.5964813,positive,5.0,Cell Phones & Accessories
0.040256612,5.7389107,neutral,3.0,Home Audio & Theater
2.7071166,7.584038,positive,5.0,Cell Phones & Accessories
0.41109413,3.7931302,negative,2.0,All Electronics
-1.5719442,4.526802,negative,1.0,Amazon Devices
